Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
1989295,THOMAS COFFEE SHOP,THOMAS COFFEE SHOP,7545,Restaurant,Risk 1 (High),1657 E 87TH ST ,CHICAGO,IL,60617,2/17/2017,Canvass Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: VIOLATION CORRECTED,MICE DROPPINGS REMOVED,AFFECTED AREA CLEANED AND SANITIZED AND PEST CONTROL OPERATOR PROVIDED SERVICES ON 2-15-2017 | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: VIOLATION CORRECTED,CHEMICAL TEST STRIPS PROVIDED | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: VIOLATION CORRECTED,LABELS PROVIDED ON BULK FOOD CONTAINERS | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: VIOLATION CORRECTED,COOKING EQUIPMENT AND REACH-IN COOLER CLEANED | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: VIOLATION CORRECTED,FLOORS CLEANED | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: VIOLATION CORRECTED WALLS CLEANED | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: VIOLATION CORRECTED END CAPS PROVIDED",41.73684227,-87.58294663,"(41.73684226984659, -87.5829466262428)"
1989296,DAN'S BAKERY& EATERY,DAN'S BAKERY& EATERY,1445861,Restaurant,Risk 1 (High),2521-23 W 79TH ST ,CHICAGO,IL,60652,2/17/2017,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OVER 20 RAT DROPPINGS NOTED IN STORAGE ROOMS SCATTERED UNDER SHELVES AND ALONG WALLBASE. INSTD TO REMOVE ALL DROPPINGS, CLEAN AND SANITIZE ALL AFFECTED AREAS. SERIOUS VIOLATION 7-38-020. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INTERIOR OR STEAM TABLES WELLS NOT CLEAN, EXCESSIVE DEBRIS. INSTD TO CLEAN AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MISSING FLOOR TILES IN FRONT OF 3-COMPARTMENT SINK, COVERED WITH CARDBOARD AND FLOOR MAT. INSTD TO REPLACE TILES SO AS SURFACE TO BE A SMOOTH, EVEN, EASILY CLEANABLE SURFACE. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: DRY STORAGE CONTAINERS NOT PROPERLY LABELED. INSTD TO LABEL.",41.74988031,-87.68619277,"(41.74988030864081, -87.68619276582905)"
1989294,CARRASCOS GRILL,CARRASCOS GRILL,2495871,Restaurant,Risk 1 (High),1556 S PULASKI RD ,CHICAGO,IL,60623,2/17/2017,License,Fail,"19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: NO OUTSIDE GARBAGE CONTAINER OR CONTRACT FOR CONTAINER ON SITE AT TIME OF INSPECTION.
MUST PROVIDE AND MAINTAIN.
",41.85901391,-87.72510565,"(41.85901391332313, -87.72510564861969)"
1989291,J K KABAB HOUSE,J K KABAB HOUSE,61504,Restaurant,Risk 1 (High),6412 N ROCKWELL ST ,CHICAGO,IL,60645,2/16/2017,Canvass Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: VIOLATION CORRECTED
PRESENTLY NO EVIDENCE OF MICE DROPPINGS.  | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: VIOLATION CORRECTED | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: VIOLATION CORRECTED | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: VIOLATION CORRECTED | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: VIOLATION CORRECTED",41.9980729,-87.69492729,"(41.99807290400519, -87.69492729116256)"
1989292,CHURCH'S CHICKEN # 1053,CHURCH'S CHICKEN # 1053,1273275,Restaurant,Risk 2 (Medium),1151 S INDEPENDENCE BLVD ,CHICAGO,IL,60624,2/16/2017,Complaint Re-Inspection,Out of Business,,41.86651663,-87.71938879,"(41.866516631905256, -87.71938879163898)"
1951414,VALENTINO CLUB CAFE,VALENTINO CLUB CAFE,1770,Restaurant,Risk 1 (High),7150 W GRAND AVE ,CHICAGO,IL,60707,2/16/2017,Complaint,No Entry,,41.92385305,-87.80453464,"(41.92385304509883, -87.80453463598877)"
1989290,BRASA ROJA RESTAURANT,BRASA ROJA RESTAURANT,2184967,Restaurant,Risk 1 (High),3556 N PULASKI RD ,CHICAGO,IL,60641,2/16/2017,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST LABEL ALL FOOD CONTAINERS WITH READY TO EAT POTENTIALLY HAZARDOUS FOODS INSIDE THE WALK IN COOLER. ALSO ALL INDIVIDUAL CONDIMENT AND FLAN PACKED ON A PLASTIC CONTAINERS NEEDS  LABEL ALSO, NAME OF THE COMPANY,ADDRESS, AND NAME OF THE PRODUCT. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST INSTALL A SPLASH GUARD BETWEEN THE EXPOSED HAND SINK AND CHEST FREEZER IN THE FRONT SMOOTHIE AREA.

NO DRAIN STOPPERS FOR THE 3 COMPARTMENT SINK IN THE FRONT AREA AND REAR PREP AREA . MUST PROVIDE AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN AND REMOVE DUST ON THE CEILING VENT COVER ON BOTH WASHROOMS AND MAINTAIN.

MISSING COVER ON THE  VENT IN MEN'S WASHROOM. MUST PROVIDE AND MAINTAIN.",41.94627055,-87.72754493,"(41.946270550939566, -87.72754493145142)"
1989288,HAROLD'S CHICKEN SHACK,HAROLD'S CHICKEN SHACK,7573,Restaurant,Risk 2 (Medium),9151 S ASHLAND AVE ,CHICAGO,IL,60620,2/16/2017,Complaint Re-Inspection,Fail,"22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: VIOLATION UPGRADED TO #14. | 45. FOOD HANDLER REQUIREMENTS MET - Comments:  ALL EMPLOYEES THAT FALL UNDER THE CATEGORY OF FOOD HANDLER AND ARE NOT CERTIFIED FOOD SERVICE MANAGERS MUST MEET IDPH FOOD HANDLER REQUIREMENTS.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPLACE MISSING STOPPERS FOR 3 COMPARTMENT SINK. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: ABATED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: ABATED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: 
Inspector Comments: DETAIL CLEAN FLOORS THROUGHOUT ALONG THE BASES OF THE WALLS, IN CORNNERS, UNDERNEATH AND BEHIND ALL HEAVY EQUIPMENT REMOVING ALL GREASE, DIRT AND DEBRIS WHERE PRESENT. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments:  CLEAN THE INTERIORS AND EXTERIORS OF ALL COOLERS AND STORAGE CABINETS, ALL SHELVES, MICROWAVE OVEN, KNIFE RACK ON WALL, AND SINKS. | 14. PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090 - Comments: THE FOLLOWING PREVIOUS SERIOUS VIOLATION NOTED ON 2-8-17 ON REPORT# 1982834 NOT CORRECTED: -22- NO CHLORINE TEST KIT ON PREMISES FOR THE DISH WASHING AREA. NON COMPLIANT VIOLATION CRITICAL 7-42-090. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN WALLS WHERE STAINS AND DIRT ARE PRESENT. REPLACE ALL STAINED CEILING TILES, AND REMOVE ALL DEBRIS AND DEAD INSECTS FROM ALL LIGHT SHIELDS THROUGHOUT WHERE PRESENT. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: ALL SINGLE-SERVICE UTENSILS MUST BE STORED IN A CLEAN CONTAINER WITH THE HANDLES INVERTED(UP OR OUT).",41.72698503,-87.66266701,"(41.72698502771183, -87.6626670147014)"
1989284,SEE THRU CHINESE KITCHEN,SEE THRU CHINESE KITCHEN,36468,Restaurant,Risk 1 (High),10939 S WESTERN AVE ,CHICAGO,IL,60643,2/16/2017,Canvass Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments:  NO EVIDENCE OF MICE DROPPINGS
VIOLATION CORRECTED | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments:  PREVIOUS MINOR VIOLATIONS-33,35,38 NOW CORRECTED.EQUIPMENT CLEANED,CEILING TILES REPLACED,FAUCETS REPAIRED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: HAND RAIL VERY LOOSE, IN POOR REPAIR LEADING TO BASEMENT.MUST REPAIR | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CORRECTED | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: CORRECTED",41.69422065,-87.6810859,"(41.69422064707933, -87.68108589547474)"
1989278,PIZZA HUT,PIZZA HUT,2183633,Restaurant,Risk 2 (Medium),3009 N CLARK ST ,CHICAGO,IL,60657,2/16/2017,Complaint,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN OIL AND DUST ACCUMULATION ON FRONT VENTS OF PIZZA OVEN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST REPAIR LEAK AT WASTE PIPING AT REAR HAND SINK.",41.93674905,-87.64791189,"(41.936749053731184, -87.64791189357628)"
1989276,CAPRI PIZZA,CAPRI PIZZA,2326483,Restaurant,Risk 1 (High),8820-8824 S COMMERCIAL AVE ,CHICAGO,IL,60617,2/16/2017,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST LABEL BULK FOOD CONTAINERS IN REAR OF PREMISES,INSTRUCTED TO LABEL CONTAINERS | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN INTERIOR OF REACH-IN COOLER OF FOOD DEBRIS AND CLEAN BOTTOM COMPARTMENTS OF DEEP FRYERS HAS GREASE BUILD-IP ,INSTRUCTED TO CLEAN AND MAINTAIN EQUIPMENT | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST CLEAN THE FANS INSIDE THE WALK-IN COOLER OF DUST BUILD-UP AND CLEAN THE LIGHT SHIELD COVERS IN FOOD PREP AREA ,INSTRUCTED TO CLEAN AND MAINTAIN AREA | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: MUST STORE WIPING CLOTHS IN A SANITIZING SOLUTION WHEN NOT IN USE AT FOOD PREP AREA",41.73489771,-87.55152211,"(41.7348977118572, -87.55152211437283)"
1989274,ADEN POULTRY,ADEN POULTRY,1954065,Live Poultry,Risk 2 (Medium),2731 W LAWRENCE AVE ,CHICAGO,IL,60625,2/16/2017,Complaint,Fail,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED MISSING SINK STOPPERS FOR THE DISHWASHING 3 COMARTMENT SINK AND SMALL WATER LEAK AT PIPE WATER LINE AT BASEMENT STORAGE AREA.INSTRUCTED TO PROVIDE 3 ADEQUATE SINK STOPPERS AND REPAIR PLUMBING LEAK AND MAINTAIN.  | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED CLUTTERED CONDITIONS IN BASEMENT STORAGE AREAS.INSTRUCTED TO DETAIL CLEAN AND ORGANIZE AND REMOVE UNNECESSARY ARTICLES DUE TO POTENTIAL PEST HARBORAGE AND REMAINING ARTICLES MUST BE STORED AT LEAST 6' INCHES OFF THE FLOOR AND AWAY FROM THE WALLS. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: OBSERVED NO LABEL ON EGGS STORED INSIDE FRONT DISPLAY 2 DOOR COOLER.INSTRUCTED TO PROVIDE PROPER LABEL AND MAINTAIN.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS ALONG WALLS AND IN ALL CORNERS THROUGHOUT THE PREMISES INCLUDING BASEMENT STORAGE AREAS IN NEED FOR FURTHER CLEANING AND MAINTAIN. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED REAR EXIT DOOR AND BASEMENT REAR EXIT DOOR NOT RODENT-PROOFED APPROXIMATELY 1/4' INCH MODE OF ENTRY AT BOTTOMS AND GAPS AT BOTTOM RIGHT/LEFT CORNERS OF DOORS.INSTRUCTED TO MAKE DOORS TIGHT FITTING ALL ACROSS THE BOTTOMS TO PREVENT PEST ENTRY AND MAINTAIN.
SERIOUS VIOLATION 7-38-020. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: FOOD HANDLER(S) WITH NO PROOF OF FOOD HANDLER TRAINING.INSTRUCTED TO PROVIDE AND MAINTAIN. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CERTIFIED FOOD MANAGER PRESENT WITH A CITY OF CHICAGO FOOD SANITATION CERTIFICATE WHILE POTENTIALLY HAZARDOUS FOODS (CHICKEN ETC.) ARE BEING HANDLED AT THIS TIME.NO CITY OF CHICAGO SANITATION CERTIFICATES POSTED ON SITE. MANAGEMENT INSTRUCTED THAT A CERTIFIED FOOD MANAGER MUST BE PRESENT AT ALL TIMES WHILE POTENTIALLY HAZARDOUS FOOD ARE BEING HANDLED AND POST ORIGINAL CITY OF CHICAGO SANITATION CERTIFICATES AS REQUIRED. SERIOUS VIOLATION 7-38-012.  ",41.96843119,-87.69752624,"(41.96843119253594, -87.69752623986342)"
1989279,HALSTED FOOD & FRESH MEAT,HALSTED FOOD & FRESH MEAT,2363199,Grocery Store,Risk 2 (Medium),5058 S HALSTED ST ,CHICAGO,IL,60609,2/16/2017,Complaint,Fail,"12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: OBSERVED NO PAPER TOWELS OR SANITARY HAND DRYING DEVICES AT EXPOSED SINK IN MEAT PREP AREA. EXPOSED SINK IN REAR DISH WASHING AREA NOT ACCESSIBLE FILLED WITH CLEANING SUPPLIES, PESTICIDES, METAL RACK AND LARGE HOSE. INSTRUCTED MANAGER TO REMOVE ALL ITEMS FROM REAR EXPOSED SINK AND PROVIDE PAPER TOWELS AT FRONT EXPOSED SINK FOR PROPER HAND WASHING. CRITICAL VIOLATION 7-38-030 | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CERTIFIED MANAGER ON DUTY WHEN ITALIAN BEEF(169.4F)AND GROUND BEEF(163.5F)PREPARED AND SERVED. A CERTIFIED MANAGER MUST BE ON SITE AT ALL TIMES POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED. SERIOUS VIOLATION 7-38-012A | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: NO CHEMICAL SANITIZER TEST KIT AVAILABLE DURING INSPECTION. INSTRUCTED MANAGER TO PROVIDE CHEMICAL SANITIZER TEST KIT FOR PROPER SANITIZER CONCENTRATION. SERIOUS VIOLATION 7-38-030 | 70. NO SMOKING REGULATIONS - Comments: OBSERVED ASHTRAY FILLED WITH CIGARETTE BUTTS AND ASHES ON FRONT COUNTER. ALL ASHTRAYS SHALL BE REMOVED FROM ANY AREA WHERE SMOKING IS PROHIBITED. SMOKING IS PROHIBITED IN PUBLIC PLACES AND PLACES OF EMPLOYMENT. SMOKING VIOLATION 7-32-020C | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: INVERT ALL CARRYOUT CONTAINERS BEHIND FRONT COUNTER TO PROTECT FROM DUST, DIRT, CONTAMINATION. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF ALL COOLERS, FREEZERS, PREP TABLES, SLICERS, SHELVING UNITS, DISPLAY SHELVES, SHELVES BEHIND FRONT COUNTER, SINKS, ETC | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REMOVE ALL SOILED CARDBOARD CHIP DISPLAY SHELVES. REPAIR DAMAGED GASKET ON MILK COOLER DOOR. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP, SALES, AND STORAGE AREAS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SEAL ALL OPENINGS ALONG BASEBOARDS NEAR FRONT COUNTER AND FRONT WINDOW AREAS. REPLACE MISSING OUTLET COVER ON WALL NEAR MEAT PREP AREA. WALLS NEED CLEANING AND PAINTING IN ALL AREAS. CLEAN VENTILATION FAN IN WASHROOM. REPLACED STAINED AND DAMAGED CEILING TILES IN  SALES AND REAR STORAGE/DISH WASHING AREA. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: PROVIDE ADEQUATE LIGHTING IN REAR DISH WASHING AREA. PROVIDE LIGHT SHIELDS INSIDE MEAT DISPLAY COOLER. SECURE LOOSE LIGHT SHIEILDS IN PREP AREAS. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ELEVATE ALL STOCK OFF FLOOR AND AWAY FROM WALLS FOR EASY CLEANING. STORE MOP HEAD UPRIGHT TO PREVENT INSECT BREEDING. REMOVE ALL UNUSED EQUIPMENT AND ARTICLES IN PREP AND STORAGE AREAS TO PREVENT PEST HARBORAGE.",41.80162842,-87.64549201,"(41.80162841617951, -87.645492014632)"
1989272,SEA FOOD HOT POT,SEAFOOD HOT POT,2492180,Restaurant,Risk 3 (Low),1130 W ARGYLE ST ,CHICAGO,IL,60640,2/16/2017,License,Not Ready,,41.97336592,-87.65904239,"(41.97336592094152, -87.65904238512795)"
1989269,MC DONALDS,MC DONALDS,1517920,Restaurant,Risk 2 (Medium),7900 S DR MARTIN LUTHER KING JR DR ,CHICAGO,IL,60619,2/16/2017,Complaint,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FOORS AROUND UNDER AND BEHIND KITCHEN EQUIPMENT AND IN STORAGE AREAS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN CEILING VENT INSIDE OF UTILITY CLOSET BETWEEN CUSTOMER WASHROOMS. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ORGANIZE AND MAINTAIN UTILITY CLOSET BETWEEN CUSTOMER WASHROOMS.",41.75102047,-87.61510225,"(41.751020470681915, -87.615102245534)"
1989273,TORTAS ZURITA LLC,CEMITAS MIXTECA,2308085,Restaurant,Risk 1 (High),3508 W 26TH ST ,CHICAGO,IL,60623,2/16/2017,Canvass Re-Inspection,Fail,"13. NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS - Comments: OBSERVED APPROX. 100 RODENT DROPPINGS ON FLOOR, ALONG WALL BASES AND SHELVING UNITS IN PREP AREA, IN FRYER CABINETS, IN STOVE, UNDERNEATH COOLERS WHERE CONDENSATION DRIP TRAYS AND MOTORS LOCATED, AND BASEMENT SCATTERED ON SHELVES AND GREASE TRAP. INSTD TO REMOVE DROPPINGS,CLEAN AND SANITIZE AREAS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN THE FOLLOWING: ALL COOKING EQUIPMENT, REACH IN COOLERS, ALL PREP SURFACES, ALL CONTACT SURFACES, SLICER, ALL TABLE TOPS, AND CLEAN SHELVES IN BASEMENT. INSTRUCTED MANAGER TO CLEAN AND SANITIZE ALL AREAS AND MAINTAIN | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS THROUGHOUT 1ST FLOOR AND BASEMENT IN NEED OF DETAIL CLEANING TO REMOVE ALL DEBRIS. MUST CLEAN, SANITIZE AND MAINTAIN.",41.84451619,-87.71277572,"(41.84451619427469, -87.71277572197552)"
